Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sacoche-bandouliere,Sacoche bandoulière,"<p>Le format qui prend un téléphone, un portefeuille et des clés, sans plus. La sangle s'ajuste d'une main.</p><ul><li>Format compact, porté croisé</li><li>Sangle réglable d'une main</li><li>Fermeture zippée</li><li>Poche avant à accès rapide</li></ul><p><strong>Composition :</strong> Toile technique — à confirmer auprès du fournisseur<br><strong>Entretien :</strong> Nettoyage à l'éponge humide</p><p><em>À compléter avec la fiche technique du fournisseur : mesures exactes, origine de fabrication, certifications.</em></p>",À REMPLACER — nom du fournisseur,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags",Sac,"sac, sacoche, bandoulière, accessoire",FALSE,Couleur,Noir,,,,,SACOCHE-BAND-NOIR,340,shopify,0,deny,manual,39.00,,TRUE,TRUE,,,,,FALSE,Sacoche bandoulière compacte,"Sacoche bandoulière compacte, sangle réglable et fermeture zippée. Retours gratuits sous 14 jours.",,,,,new,FALSE,,g,,,draft
sacoche-bandouliere,,,,,,,,Couleur,Kaki,,,,,SACOCHE-BAND-KAKI,340,shopify,0,deny,manual,39.00,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
sacoche-bandouliere,,,,,,,,Couleur,Sable,,,,,SACOCHE-BAND-SABLE,340,shopify,0,deny,manual,39.00,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,Claquettes à sangle large,"<p>Sangle large et rembourrée : le pied ne glisse pas sur le côté. Semelle antidérapante, y compris mouillée.</p><ul><li>Sangle large, doublure rembourrée</li><li>Semelle antidérapante</li><li>Séchage rapide</li><li>Passent à l'eau claire sans dommage</li></ul><p><strong>Composition :</strong> Semelle EVA, sangle synthétique — à confirmer<br><strong>Entretien :</strong> Rincer à l'eau claire, sécher à l'ombre</p><p><em>À compléter avec la fiche technique du fournisseur : mesures exactes, origine de fabrication, certifications.</em></p>",À REMPLACER — nom du fournisseur,Apparel & Accessories > Shoes,Claquettes,"claquettes, sandales, été, plage",FALSE,Pointure,39,Couleur,Noir,,,CLAQUETTES-S-39-NOIR,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,FALSE,Claquettes à sangle large — antidérapantes,Claquettes à sangle large rembourrée et semelle antidérapante. Livraison offerte dès 100 €.,,,,,new,FALSE,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,39,Couleur,Blanc,,,CLAQUETTES-S-39-BLANC,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,39,Couleur,Vert olive,,,CLAQUETTES-S-39-VERTOL,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,40,Couleur,Noir,,,CLAQUETTES-S-40-NOIR,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,40,Couleur,Blanc,,,CLAQUETTES-S-40-BLANC,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,40,Couleur,Vert olive,,,CLAQUETTES-S-40-VERTOL,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,41,Couleur,Noir,,,CLAQUETTES-S-41-NOIR,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,41,Couleur,Blanc,,,CLAQUETTES-S-41-BLANC,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,41,Couleur,Vert olive,,,CLAQUETTES-S-41-VERTOL,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,42,Couleur,Noir,,,CLAQUETTES-S-42-NOIR,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,42,Couleur,Blanc,,,CLAQUETTES-S-42-BLANC,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,42,Couleur,Vert olive,,,CLAQUETTES-S-42-VERTOL,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,43,Couleur,Noir,,,CLAQUETTES-S-43-NOIR,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,43,Couleur,Blanc,,,CLAQUETTES-S-43-BLANC,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,43,Couleur,Vert olive,,,CLAQUETTES-S-43-VERTOL,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,44,Couleur,Noir,,,CLAQUETTES-S-44-NOIR,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,44,Couleur,Blanc,,,CLAQUETTES-S-44-BLANC,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,44,Couleur,Vert olive,,,CLAQUETTES-S-44-VERTOL,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,45,Couleur,Noir,,,CLAQUETTES-S-45-NOIR,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,45,Couleur,Blanc,,,CLAQUETTES-S-45-BLANC,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
claquettes-sanglees,,,,,,,,Pointure,45,Couleur,Vert olive,,,CLAQUETTES-S-45-VERTOL,380,shopify,0,deny,manual,29.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,Tongs à lanières cuir,"<p>Des lanières en cuir qui s'assouplissent au fil des jours et cessent de frotter entre les orteils après quelques ports.</p><ul><li>Lanières en cuir, souples à l'usage</li><li>Semelle contreforme légère</li><li>Entre-doigt rembourré</li><li>À éviter dans l'eau salée</li></ul><p><strong>Composition :</strong> Cuir de bovin, semelle en caoutchouc — à confirmer<br><strong>Entretien :</strong> Essuyer à sec, nourrir le cuir occasionnellement</p><p><em>À compléter avec la fiche technique du fournisseur : mesures exactes, origine de fabrication, certifications.</em></p>",À REMPLACER — nom du fournisseur,Apparel & Accessories > Shoes,Claquettes,"tongs, sandales, cuir, été",FALSE,Pointure,39,Couleur,Marron,,,TONGS-CUIR-39-MARRON,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,FALSE,Tongs à lanières en cuir,Tongs à lanières de cuir souple et entre-doigt rembourré. Retours gratuits sous 14 jours.,,,,,new,FALSE,,g,,,draft
tongs-cuir,,,,,,,,Pointure,39,Couleur,Noir,,,TONGS-CUIR-39-NOIR,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,40,Couleur,Marron,,,TONGS-CUIR-40-MARRON,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,40,Couleur,Noir,,,TONGS-CUIR-40-NOIR,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,41,Couleur,Marron,,,TONGS-CUIR-41-MARRON,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,41,Couleur,Noir,,,TONGS-CUIR-41-NOIR,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,42,Couleur,Marron,,,TONGS-CUIR-42-MARRON,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,42,Couleur,Noir,,,TONGS-CUIR-42-NOIR,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,43,Couleur,Marron,,,TONGS-CUIR-43-MARRON,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,43,Couleur,Noir,,,TONGS-CUIR-43-NOIR,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,44,Couleur,Marron,,,TONGS-CUIR-44-MARRON,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,44,Couleur,Noir,,,TONGS-CUIR-44-NOIR,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,45,Couleur,Marron,,,TONGS-CUIR-45-MARRON,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
tongs-cuir,,,,,,,,Pointure,45,Couleur,Noir,,,TONGS-CUIR-45-NOIR,300,shopify,0,deny,manual,34.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,Pull fin en coton,"<p>La maille fine se porte sur un t-shirt les soirs où le vent se lève, sans tenir chaud en journée.</p><ul><li>Maille fine, portable en mi-saison</li><li>Col rond bordé côtes</li><li>Poignets et bas côtelés</li><li>Ne gratte pas, portable à même la peau</li></ul><p><strong>Composition :</strong> 100 % coton — à confirmer auprès du fournisseur<br><strong>Entretien :</strong> Lavage à 30 °C, séchage à plat</p><p><em>À compléter avec la fiche technique du fournisseur : mesures exactes, origine de fabrication, certifications.</em></p>",À REMPLACER — nom du fournisseur,Apparel & Accessories > Clothing > Shirts & Tops,Pull,"pull, coton, mi-saison, léger",FALSE,Taille,XS,Couleur,Écru,,,PULL-COTON-F-XS-ECRU,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,FALSE,Pull fin en coton — mi-saison,"Pull en maille fine de coton, col rond côtelé, idéal en mi-saison. Livraison offerte dès 100 €.",,,,,new,FALSE,,g,,,draft
pull-coton-fin,,,,,,,,Taille,XS,Couleur,Marine,,,PULL-COTON-F-XS-MARINE,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,XS,Couleur,Terracotta,,,PULL-COTON-F-XS-TERRAC,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,XS,Couleur,Gris clair,,,PULL-COTON-F-XS-GRISCL,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,S,Couleur,Écru,,,PULL-COTON-F-S-ECRU,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,S,Couleur,Marine,,,PULL-COTON-F-S-MARINE,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,S,Couleur,Terracotta,,,PULL-COTON-F-S-TERRAC,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,S,Couleur,Gris clair,,,PULL-COTON-F-S-GRISCL,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,M,Couleur,Écru,,,PULL-COTON-F-M-ECRU,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,M,Couleur,Marine,,,PULL-COTON-F-M-MARINE,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,M,Couleur,Terracotta,,,PULL-COTON-F-M-TERRAC,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,M,Couleur,Gris clair,,,PULL-COTON-F-M-GRISCL,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,L,Couleur,Écru,,,PULL-COTON-F-L-ECRU,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,L,Couleur,Marine,,,PULL-COTON-F-L-MARINE,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,L,Couleur,Terracotta,,,PULL-COTON-F-L-TERRAC,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,L,Couleur,Gris clair,,,PULL-COTON-F-L-GRISCL,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,XL,Couleur,Écru,,,PULL-COTON-F-XL-ECRU,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,XL,Couleur,Marine,,,PULL-COTON-F-XL-MARINE,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,XL,Couleur,Terracotta,,,PULL-COTON-F-XL-TERRAC,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,XL,Couleur,Gris clair,,,PULL-COTON-F-XL-GRISCL,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,XXL,Couleur,Écru,,,PULL-COTON-F-XXL-ECRU,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,XXL,Couleur,Marine,,,PULL-COTON-F-XXL-MARINE,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,XXL,Couleur,Terracotta,,,PULL-COTON-F-XXL-TERRAC,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
pull-coton-fin,,,,,,,,Taille,XXL,Couleur,Gris clair,,,PULL-COTON-F-XXL-GRISCL,420,shopify,0,deny,manual,59.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,Gilet en maille ajourée,"<p>Une maille ajourée qui laisse passer l'air : le gilet se garde en terrasse le soir sans avoir trop chaud.</p><ul><li>Maille ajourée, très respirante</li><li>Boutonnage sur le devant</li><li>Coupe droite, longueur hanche</li><li>Se porte ouvert ou fermé</li></ul><p><strong>Composition :</strong> Coton et viscose — proportions à confirmer<br><strong>Entretien :</strong> Lavage à 30 °C en filet, séchage à plat</p><p><em>À compléter avec la fiche technique du fournisseur : mesures exactes, origine de fabrication, certifications.</em></p>",À REMPLACER — nom du fournisseur,Apparel & Accessories > Clothing > Shirts & Tops,Pull,"gilet, maille, ajouré, été",FALSE,Taille,XS,Couleur,Écru,,,GILET-MAILLE-XS-ECRU,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,FALSE,Gilet en maille ajourée — respirant,"Gilet en maille ajourée, respirant et boutonné, coupe droite. Retours gratuits sous 14 jours.",,,,,new,FALSE,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,XS,Couleur,Kaki,,,GILET-MAILLE-XS-KAKI,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,XS,Couleur,Noir,,,GILET-MAILLE-XS-NOIR,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,S,Couleur,Écru,,,GILET-MAILLE-S-ECRU,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,S,Couleur,Kaki,,,GILET-MAILLE-S-KAKI,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,S,Couleur,Noir,,,GILET-MAILLE-S-NOIR,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,M,Couleur,Écru,,,GILET-MAILLE-M-ECRU,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,M,Couleur,Kaki,,,GILET-MAILLE-M-KAKI,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,M,Couleur,Noir,,,GILET-MAILLE-M-NOIR,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,L,Couleur,Écru,,,GILET-MAILLE-L-ECRU,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,L,Couleur,Kaki,,,GILET-MAILLE-L-KAKI,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,L,Couleur,Noir,,,GILET-MAILLE-L-NOIR,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,XL,Couleur,Écru,,,GILET-MAILLE-XL-ECRU,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,XL,Couleur,Kaki,,,GILET-MAILLE-XL-KAKI,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,XL,Couleur,Noir,,,GILET-MAILLE-XL-NOIR,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,XXL,Couleur,Écru,,,GILET-MAILLE-XXL-ECRU,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,XXL,Couleur,Kaki,,,GILET-MAILLE-XXL-KAKI,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
gilet-maille-ajouree,,,,,,,,Taille,XXL,Couleur,Noir,,,GILET-MAILLE-XXL-NOIR,400,shopify,0,deny,manual,64.90,,TRUE,TRUE,,,,,,,,,,,,,,,g,,,draft
